id,kind,labelText,pageRoute,target,sourceFile,line,notes
generated.apps.web.components.onboarding.plan.fit.PlanFitInputForm.tsx.189,button,t(startMode_$opt),dashboard-shared,() => setStartMode(opt),apps/web/components/onboarding/plan-fit/PlanFitInputForm.tsx,189,generated id; no data-testid
generated.apps.web.components.onboarding.plan.fit.PlanFitInputForm.tsx.fallback.192,button,,dashboard-shared,onClick=,apps/web/components/onboarding/plan-fit/PlanFitInputForm.tsx,192,fallback text scan
generated.apps.web.components.onboarding.plan.fit.PlanFitInputForm.tsx.211,formSubmit,isSubmitting ? t(submitting) : t(submit),dashboard-shared,form submit,apps/web/components/onboarding/plan-fit/PlanFitInputForm.tsx,211,generated id; no data-testid
generated.apps.web.components.onboarding.plan.fit.ReviewRecommendationScreen.tsx.46,button,t(selectRecommended),dashboard-shared,() => onSelectRecommended(),apps/web/components/onboarding/plan-fit/ReviewRecommendationScreen.tsx,46,generated id; no data-testid
generated.apps.web.components.onboarding.plan.fit.ReviewRecommendationScreen.tsx.fallback.48,button,,dashboard-shared,onClick=,apps/web/components/onboarding/plan-fit/ReviewRecommendationScreen.tsx,48,fallback text scan
generated.apps.web.components.onboarding.plan.fit.ReviewRecommendationScreen.tsx.60,button,t(planCode_$code),dashboard-shared,() => onSelectAlternative(code as PlanCode),apps/web/components/onboarding/plan-fit/ReviewRecommendationScreen.tsx,60,generated id; no data-testid
generated.apps.web.components.onboarding.plan.fit.ReviewRecommendationScreen.tsx.fallback.63,button,,dashboard-shared,onClick=,apps/web/components/onboarding/plan-fit/ReviewRecommendationScreen.tsx,63,fallback text scan
generated.apps.web.components.onboarding.plan.fit.SelectPlanScreen.tsx.36,button,t(planCode_$code),dashboard-shared,() => onSelect(code as PlanCode),apps/web/components/onboarding/plan-fit/SelectPlanScreen.tsx,36,generated id; no data-testid
generated.apps.web.components.onboarding.plan.fit.SelectPlanScreen.tsx.fallback.39,button,,dashboard-shared,onClick=,apps/web/components/onboarding/plan-fit/SelectPlanScreen.tsx,39,fallback text scan
generated.apps.web.components.plan.fit.AvailableWithHigherPlans.tsx.50,Link,item.ctaLabel,dashboard-shared,item.ctaTargetRoute,apps/web/components/plan-fit/AvailableWithHigherPlans.tsx,50,generated id; no data-testid
generated.apps.web.components.plan.fit.CurrentPlanSurface.tsx.74,Link,Review available plans,dashboard-shared,targetRoute,apps/web/components/plan-fit/CurrentPlanSurface.tsx,74,generated id; no data-testid
generated.apps.web.components.plan.fit.FeatureUpgradePromptCard.tsx.27,Link,ctaLabel,dashboard-shared,ctaTargetRoute,apps/web/components/plan-fit/FeatureUpgradePromptCard.tsx,27,generated id; no data-testid
generated.apps.web.components.plan.fit.InlineUpgradeHint.tsx.36,Link,ctaLabel,dashboard-shared,ctaTargetRoute,apps/web/components/plan-fit/InlineUpgradeHint.tsx,36,generated id; no data-testid
generated.apps.web.components.plan.fit.PlanBadge.tsx.21,Link,tDetail(viewPlanAndLimits),dashboard-shared,/billing,apps/web/components/plan-fit/PlanBadge.tsx,21,generated id; no data-testid
generated.apps.web.components.projects.ProjectAttentionBlock.tsx.50,Link,,dashboard-shared,item.route,apps/web/components/projects/ProjectAttentionBlock.tsx,50,generated id; no data-testid
generated.apps.web.components.projects.ProjectTimelineBlock.tsx.54,Link,item.description && ( <p className=mt-0.5 text-xs text-aistroyka-text-secondary> item.description </p> ),dashboard-shared,item.targetUrl ?? `/dashboard/projects/${item.projectId}`,apps/web/components/projects/ProjectTimelineBlock.tsx,54,generated id; no data-testid
generated.apps.web.components.projects.ProjectTraceabilityBlock.tsx.66,Link,item.summary ? ( <p className=mt-0.5 text-xs text-aistroyka-text-secondary>item.summary</p> ) : null item.reasonNote ? ( <p className=mt-1 text-xs text-aistroyk,dashboard-shared,"item.targetUrl ?? ""#""",apps/web/components/projects/ProjectTraceabilityBlock.tsx,66,generated id; no data-testid
generated.apps.web.components.projects.StakeholderActivityBlock.tsx.70,Link,item.description ? ( <p className=mt-0.5 text-xs text-aistroyka-text-secondary>item.description</p> ) : null item.actionNeeded ? ( <p className=mt-1 text-xs fon,dashboard-shared,item.targetUrl ?? `/dashboard/projects/${item.projectId}/client`,apps/web/components/projects/StakeholderActivityBlock.tsx,70,generated id; no data-testid
generated.apps.web.components.public.PublicFooter.tsx.48,Link,AISTROYKA,dashboard-shared,/,apps/web/components/public/PublicFooter.tsx,48,generated id; no data-testid
generated.apps.web.components.public.PublicFooter.tsx.65,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicFooter.tsx,65,generated id; no data-testid
generated.apps.web.components.public.PublicFooter.tsx.82,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicFooter.tsx,82,generated id; no data-testid
generated.apps.web.components.public.PublicFooter.tsx.99,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicFooter.tsx,99,generated id; no data-testid
generated.apps.web.components.public.PublicFooter.tsx.116,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicFooter.tsx,116,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.39,Link,AISTROYKA,dashboard-shared,/,apps/web/components/public/PublicHeader.tsx,39,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.50,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicHeader.tsx,50,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.52,Link,,dashboard-shared,href=,apps/web/components/public/PublicHeader.tsx,52,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.66,Link,t(requestDemo),dashboard-shared,/contact,apps/web/components/public/PublicHeader.tsx,66,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.72,Link,t(login),dashboard-shared,/login,apps/web/components/public/PublicHeader.tsx,72,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.80,button,,dashboard-shared,() => setMobileMenuOpen((v) => !v),apps/web/components/public/PublicHeader.tsx,80,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.85,button,,dashboard-shared,onClick=,apps/web/components/public/PublicHeader.tsx,85,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.105,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicHeader.tsx,105,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.107,Link,,dashboard-shared,href=,apps/web/components/public/PublicHeader.tsx,107,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.fallback.109,button,,dashboard-shared,onClick=,apps/web/components/public/PublicHeader.tsx,109,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.116,Link,t(key),dashboard-shared,href,apps/web/components/public/PublicHeader.tsx,116,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.118,Link,,dashboard-shared,href=,apps/web/components/public/PublicHeader.tsx,118,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.fallback.120,button,,dashboard-shared,onClick=,apps/web/components/public/PublicHeader.tsx,120,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.126,Link,t(requestDemo),dashboard-shared,/contact,apps/web/components/public/PublicHeader.tsx,126,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.129,button,,dashboard-shared,onClick=,apps/web/components/public/PublicHeader.tsx,129,fallback text scan
generated.apps.web.components.public.PublicHeader.tsx.133,Link,t(login),dashboard-shared,/login,apps/web/components/public/PublicHeader.tsx,133,generated id; no data-testid
generated.apps.web.components.public.PublicHeader.tsx.fallback.136,button,,dashboard-shared,onClick=,apps/web/components/public/PublicHeader.tsx,136,fallback text scan
generated.apps.web.components.ui.Alert.tsx.86,iconButton,tCommon(dismiss),dashboard-shared,onDismiss,apps/web/components/ui/Alert.tsx,86,generated id; no data-testid
generated.apps.web.components.ui.Alert.tsx.fallback.88,button,,dashboard-shared,onClick=,apps/web/components/ui/Alert.tsx,88,fallback text scan
generated.apps.web.components.ui.Button.tsx.52,iconButton,ariaLabel,dashboard-shared,onClick,apps/web/components/ui/Button.tsx,52,generated id; no data-testid
generated.apps.web.components.ui.Button.tsx.fallback.55,button,,dashboard-shared,onClick=,apps/web/components/ui/Button.tsx,55,fallback text scan
generated.apps.web.components.ui.Chip.tsx.38,iconButton,tCommon(remove),dashboard-shared,onRemove,apps/web/components/ui/Chip.tsx,38,generated id; no data-testid
generated.apps.web.components.ui.Chip.tsx.fallback.40,button,,dashboard-shared,onClick=,apps/web/components/ui/Chip.tsx,40,fallback text scan
generated.apps.web.components.ui.DateRangePicker.tsx.30,button,preset === 7d ? tDetail(sevenDays) : preset === 30d ? tDetail(thirtyDays) : tDetail(ninetyDays),dashboard-shared,() => onPreset(preset),apps/web/components/ui/DateRangePicker.tsx,30,generated id; no data-testid
generated.apps.web.components.ui.DateRangePicker.tsx.fallback.33,button,,dashboard-shared,onClick=,apps/web/components/ui/DateRangePicker.tsx,33,fallback text scan
generated.apps.web.components.ui.DropdownMenu.tsx.39,iconButton,ariaLabel,dashboard-shared,() => setOpen((v) => !v),apps/web/components/ui/DropdownMenu.tsx,39,generated id; no data-testid
generated.apps.web.components.ui.DropdownMenu.tsx.fallback.41,button,,dashboard-shared,onClick=,apps/web/components/ui/DropdownMenu.tsx,41,fallback text scan
generated.apps.web.components.ui.DropdownMenu.tsx.58,button,item.label,dashboard-shared,"() => {
                  item.onClick();
                  setOpen(false);
                }",apps/web/components/ui/DropdownMenu.tsx,58,generated id; no data-testid
generated.apps.web.components.ui.DropdownMenu.tsx.fallback.61,button,,dashboard-shared,onClick=,apps/web/components/ui/DropdownMenu.tsx,61,fallback text scan
generated.apps.web.components.ui.ErrorState.tsx.37,button,Retry,dashboard-shared,onRetry,apps/web/components/ui/ErrorState.tsx,37,generated id; no data-testid
generated.apps.web.components.ui.Modal.tsx.fallback.30,button,,dashboard-shared,onClick=,apps/web/components/ui/Modal.tsx,30,fallback text scan
generated.apps.web.components.ui.Modal.tsx.39,iconButton,tCommon(close),dashboard-shared,onClose,apps/web/components/ui/Modal.tsx,39,generated id; no data-testid
generated.apps.web.components.ui.Modal.tsx.fallback.41,button,,dashboard-shared,onClick=,apps/web/components/ui/Modal.tsx,41,fallback text scan
generated.apps.web.components.ui.TablePagination.tsx.55,iconButton,tDetail(previousPage),dashboard-shared,() => onPageChange(page - 1),apps/web/components/ui/TablePagination.tsx,55,generated id; no data-testid
generated.apps.web.components.ui.TablePagination.tsx.fallback.57,button,,dashboard-shared,onClick=,apps/web/components/ui/TablePagination.tsx,57,fallback text scan
generated.apps.web.components.ui.TablePagination.tsx.67,iconButton,tDetail(nextPage),dashboard-shared,() => onPageChange(page + 1),apps/web/components/ui/TablePagination.tsx,67,generated id; no data-testid
generated.apps.web.components.ui.TablePagination.tsx.fallback.69,button,,dashboard-shared,onClick=,apps/web/components/ui/TablePagination.tsx,69,fallback text scan
generated.apps.web.components.ui.Tabs.tsx.39,button,children,dashboard-shared,onSelect,apps/web/components/ui/Tabs.tsx,39,generated id; no data-testid
generated.apps.web.components.ui.Tabs.tsx.fallback.46,button,,dashboard-shared,onClick=,apps/web/components/ui/Tabs.tsx,46,fallback text scan
generated.apps.web.lib.ai.brain.mappers.task.signals.mapper.ts.router-push.60,button,,dashboard-shared,"router.push({
        taskId: t.id,
        projectId,
        type: ""blocked"",
        severity: daysOverdue > 7 ? ""high"" : ""medium"",
        dueDate,
        assignedTo: t.assigned_to ?? undefined,
        message: `Task ""${t.title}"" appears blocked: overdue ${daysOverdue} day(s), in progress, no report in ${BLOCKED_NO_REPORT_DAYS} days (inferred)`,
        at,
      })",apps/web/lib/ai-brain/mappers/task-signals.mapper.ts,60,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.mappers.task.signals.mapper.ts.router-push.72,button,,dashboard-shared,"router.push({
        taskId: t.id,
        projectId,
        type: ""overdue"",
        severity: daysOverdue > 7 ? ""high"" : daysOverdue > 2 ? ""medium"" : ""low"",
        dueDate,
        assignedTo: t.assigned_to ?? undefined,
        message: `Task ""${t.title}"" is ${daysOverdue} day(s) overdue`,
        at,
      })",apps/web/lib/ai-brain/mappers/task-signals.mapper.ts,72,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.mappers.task.signals.mapper.ts.router-push.83,button,,dashboard-shared,"router.push({
        taskId: t.id,
        projectId,
        type: ""on_track"",
        severity: ""low"",
        dueDate: t.due_date ?? undefined,
        assignedTo: t.assigned_to ?? undefined,
        message: `Task ""${t.title}"" on track`,
        at,
      })",apps/web/lib/ai-brain/mappers/task-signals.mapper.ts,83,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.a.orchestrator.orchestrator.service.ts.router-push.55,button,,dashboard-shared,router.push(`${toolId}_unavailable`),apps/web/lib/ai-brain/phase-a/orchestrator/orchestrator.service.ts,55,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.a.orchestrator.orchestrator.service.ts.router-push.86,button,,dashboard-shared,"router.push(""budget"")",apps/web/lib/ai-brain/phase-a/orchestrator/orchestrator.service.ts,86,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.a.orchestrator.orchestrator.service.ts.router-push.89,button,,dashboard-shared,"router.push(""schedule"")",apps/web/lib/ai-brain/phase-a/orchestrator/orchestrator.service.ts,89,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.a.orchestrator.orchestrator.service.ts.router-push.92,button,,dashboard-shared,router.push(...snapshot.snapshotWarnings),apps/web/lib/ai-brain/phase-a/orchestrator/orchestrator.service.ts,92,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.b.planner.action.planner.service.ts.router-push.57,button,,dashboard-shared,"router.push({
      actionId: nextActionId(),
      tenantId: snapshot.tenantId,
      projectId: snapshot.projectId,
      requestedBy: userId,
      mode,
      actionType,
      riskLevel: policyResult.riskLevel,
      requiresApproval: policyResult.requiresApproval,
      status: policyResult.requiresApproval ? ""pending_approval"" : ""draft_ready"",
      title,
      rationale,
      factsUsed,
      inferredReasoningSummary: inferredReasoning,
      targetEntityRefs: targetRefs,
      payload,
      availabilityFlags: { snapshot: true },
      warnings: policyResult.unavailableReason ? [policyResult.unavailableReason] : [],
      createdAt: at,
      provenance: { mode, runId, snapshotAt: snapshot.at },
    })",apps/web/lib/ai-brain/phase-b/planner/action-planner.service.ts,57,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.c.memory.memory.service.ts.router-push.89,button,,dashboard-shared,"router.push(""learning_candidate"")",apps/web/lib/ai-brain/phase-c/memory/memory.service.ts,89,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.d.eval.eval.runner.service.ts.router-push.73,button,,dashboard-shared,"router.push({
        caseId: caseDef.id,
        caseTitle: caseDef.title,
        result: ""partial"",
        scores: {},
        graderOutput: ""Skipped: no output available"",
        warnings: [""No output provided; use fixtures or pass outputs in config""],
        versionRefs,
      })",apps/web/lib/ai-brain/phase-d/eval/eval-runner.service.ts,73,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.d.eval.eval.runner.service.ts.router-push.110,button,,dashboard-shared,router.push(caseResult),apps/web/lib/ai-brain/phase-d/eval/eval-runner.service.ts,110,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.d.eval.grader.ts.router-push.61,button,,dashboard-shared,router.push(r.warn),apps/web/lib/ai-brain/phase-d/eval/grader.ts,61,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.e.experiment.experiment.service.ts.router-push.63,button,,dashboard-shared,"router.push(""pass_rate_degraded"")",apps/web/lib/ai-brain/phase-e/experiment/experiment.service.ts,63,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.phase.e.experiment.experiment.service.ts.router-push.66,button,,dashboard-shared,"router.push(""fail_count_increased"")",apps/web/lib/ai-brain/phase-e/experiment/experiment.service.ts,66,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.cost.signals.service.ts.router-push.22,button,,dashboard-shared,"router.push({
      projectId,
      source: ""budget_overrun"",
      severity: ""high"",
      title: ""Project over budget"",
      description: `Actual (${summary.actual_total.toFixed(0)} ${summary.currency}) exceeds planned (${summary.planned_total.toFixed(0)} ${summary.currency})`,
      at,
      resourceType: ""project_budget"",
      resourceId: projectId,
    })",apps/web/lib/ai-brain/services/cost-signals.service.ts,22,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.cost.signals.service.ts.router-push.35,button,,dashboard-shared,"router.push({
        projectId,
        source: ""cost_pressure"",
        severity: ""medium"",
        title: ""Budget pressure"",
        description: `Spent ${(ratio * 100).toFixed(0)}% of planned budget`,
        at,
        resourceType: ""project_budget"",
        resourceId: projectId,
      })",apps/web/lib/ai-brain/services/cost-signals.service.ts,35,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.cost.signals.service.ts.router-push.60,button,,dashboard-shared,"router.push({
        projectId,
        source: ""cost_pressure"",
        severity: ""medium"",
        title: ""Cost item overrun"",
        description: `""${r.title}"": actual ${actual.toFixed(0)} > planned ${planned.toFixed(0)} ${r.currency}`,
        at,
        resourceType: ""cost_item"",
        resourceId: r.id,
      })",apps/web/lib/ai-brain/services/cost-signals.service.ts,60,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.evidence.intelligence.service.ts.router-push.86,button,,dashboard-shared,router.push(`before: ${beforeCount}/${beforeAfter.before}`),apps/web/lib/ai-brain/services/evidence-intelligence.service.ts,86,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.evidence.intelligence.service.ts.router-push.87,button,,dashboard-shared,router.push(`after: ${afterCount}/${beforeAfter.after}`),apps/web/lib/ai-brain/services/evidence-intelligence.service.ts,87,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.evidence.intelligence.service.ts.router-push.88,button,,dashboard-shared,"router.push({
          projectId,
          taskId: task.id,
          type: ""before_after_gap"",
          severity: beforeGap + afterGap > 2 ? ""high"" : ""medium"",
          required: beforeAfter.before + beforeAfter.after,
          actual: beforeCount + afterCount,
          message: `Task ""${task.title}"" evidence: ${parts.join(""; "")}${hasUnlabeledMedia ? "" (some media unlabeled)"" : """"}`,
          at,
        })",apps/web/lib/ai-brain/services/evidence-intelligence.service.ts,88,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.evidence.intelligence.service.ts.router-push.100,button,,dashboard-shared,"router.push({
        projectId,
        taskId: task.id,
        type: ""partial"",
        severity: required - actual > 2 ? ""high"" : ""medium"",
        required,
        actual,
        message: `Task ""${task.title}"" has ${actual}/${required} evidence`,
        at,
      })",apps/web/lib/ai-brain/services/evidence-intelligence.service.ts,100,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.evidence.staleness.service.ts.router-push.76,button,,dashboard-shared,"router.push({
      projectId,
      type: ""stale"",
      severity: ""medium"",
      message: `No evidence in last ${STALE_DAYS} days (last: ${lastEvidence}) while project has recent activity`,
      at,
    })",apps/web/lib/ai-brain/services/evidence-staleness.service.ts,76,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.37,button,,dashboard-shared,router.push(`${submittedReports.length} report(s) submitted in last 7 days`),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,37,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.40,button,,dashboard-shared,router.push(`${snapshot.completedTaskCount} task(s) completed`),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,40,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.43,button,,dashboard-shared,router.push(`${snapshot.analysisCount} AI analysis(es) on media`),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,43,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.46,button,,dashboard-shared,"router.push(""No recent activity signals"")",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,46,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.51,button,,dashboard-shared,"router.push(r.title + (r.description ? `: ${r.description}` : """"))",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,51,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.53,button,,dashboard-shared,"router.push(""No risk signals in view"")",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,53,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.57,button,,dashboard-shared,router.push(es.message),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,57,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.60,button,,dashboard-shared,router.push(`${missingReports.length} day(s) without report`),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,60,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.62,button,,dashboard-shared,"router.push(""No evidence gaps detected"")",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,62,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.65,button,,dashboard-shared,router.push(...health.blockers),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,65,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.66,button,,dashboard-shared,router.push(...health.missingData),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,66,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.68,button,,dashboard-shared,router.push(`Review ${highRisks.length} high-priority risk(s)`),apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,68,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.69,button,,dashboard-shared,"router.push(""No urgent items"")",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,69,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.73,button,,dashboard-shared,"router.push(""Address blockers: "" + health.blockers.join(""; ""))",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,73,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.74,button,,dashboard-shared,"router.push(""Improve data: "" + health.missingData.join(""; ""))",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,74,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.v2.service.ts.router-push.75,button,,dashboard-shared,"router.push(""Review high-priority risks"")",apps/web/lib/ai-brain/services/executive-summary-v2.service.ts,75,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.service.ts.router-push.27,button,,dashboard-shared,"router.push(""Address blockers: "" + health.blockers.join(""; ""))",apps/web/lib/ai-brain/services/executive-summary.service.ts,27,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.service.ts.router-push.28,button,,dashboard-shared,"router.push(""Improve data: "" + health.missingData.join(""; ""))",apps/web/lib/ai-brain/services/executive-summary.service.ts,28,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.executive.summary.service.ts.router-push.29,button,,dashboard-shared,"router.push(""Review high-priority risks"")",apps/web/lib/ai-brain/services/executive-summary.service.ts,29,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.milestone.pressure.service.ts.router-push.64,button,,dashboard-shared,"router.push({
      milestoneId: m.id,
      projectId,
      title: m.title,
      targetDate: m.target_date,
      status: m.status,
      linkedTaskCount,
      doneTaskCount,
      overdue,
      atRisk,
      at,
    })",apps/web/lib/ai-brain/services/milestone-pressure.service.ts,64,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.milestone.pressure.service.ts.router-push.96,button,,dashboard-shared,"router.push({
      projectId: s.projectId,
      source: ""milestone_overdue"",
      severity,
      title: s.overdue ? ""Overdue milestone"" : ""Milestone at risk"",
      description: message,
      at,
      resourceType: ""project_milestone"",
      resourceId: s.milestoneId,
    })",apps/web/lib/ai-brain/services/milestone-pressure.service.ts,96,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.missing.evidence.service.ts.router-push.62,button,,dashboard-shared,"router.push({
      id: nextId(),
      projectId,
      type: insightType,
      severity,
      title:
        es.type === ""before_after_gap""
          ? `Before/after evidence gap: ${es.message}`
          : es.type === ""stale""
            ? `Stale evidence: ${es.message}`
            : `Incomplete evidence: ${es.message}`,
      explanation:
        es.type === ""before_after_gap""
          ? es.message
          : es.type === ""stale""
            ? es.message
            : `Task requires ${es.required ?? ""?""} photo(s); ${es.actual ?? 0} provided. Gap: ${gap}.`,
      evidenceReferences: es.taskId ? [{ resourceType: ""task"", resourceId: es.taskId }] : [],
      confidence,
      contributingFactors:
        es.type === ""stale""
          ? [""Evidence older than 14 days"", ""Project has recent activity""]
          : [`Required: ${es.required ?? ""unknown""}`, `Actual: ${es.actual ?? 0}`],
      recommendedAction,
      at,
    })",apps/web/lib/ai-brain/services/missing-evidence.service.ts,62,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.missing.evidence.service.ts.router-push.95,button,,dashboard-shared,"router.push({
      id: nextId(),
      projectId,
      type: ""report"",
      severity: missingReports.length >= 3 ? ""high"" : missingReports.length >= 2 ? ""medium"" : ""low"",
      title: `${missingReports.length} day(s) without report`,
      explanation: `Expected daily reports for: ${daysList.slice(0, 5).join("", "")}${daysList.length > 5 ? ""…"" : """"}.`,
      evidenceReferences: missingReports
        .filter((r) => r.dayId)
        .slice(0, 5)
        .map((r) => ({ resourceType: ""worker_day"", resourceId: r.dayId! })),
      confidence: ""high"",
      contributingFactors: [`${missingReports.length} missing report(s) in last 7 days`],
      recommendedAction: ""Request report submission for days without coverage."",
      at,
    })",apps/web/lib/ai-brain/services/missing-evidence.service.ts,95,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.project.health.v2.service.ts.router-push.32,button,,dashboard-shared,"router.push({
      factor: ""Overdue tasks"",
      impact: -overdueImpact,
      explanation: `${snapshot.overdueTaskCount} overdue task(s) × ${OVERDUE_PER_TASK} each, cap ${OVERDUE_CAP}`,
    })",apps/web/lib/ai-brain/services/project-health-v2.service.ts,32,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.project.health.v2.service.ts.router-push.41,button,,dashboard-shared,"router.push({
      factor: ""No recent reports"",
      impact: -NO_REPORTS_PENALTY,
      explanation: ""Workers present but no reports in draft/submitted"",
    })",apps/web/lib/ai-brain/services/project-health-v2.service.ts,41,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.project.health.v2.service.ts.router-push.54,button,,dashboard-shared,"router.push({
      factor: ""No progress + overdue"",
      impact: -COMBO_PENALTY,
      explanation: ""Tasks exist, none completed, and some overdue"",
    })",apps/web/lib/ai-brain/services/project-health-v2.service.ts,54,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.project.health.v2.service.ts.router-push.71,button,,dashboard-shared,router.push(`${snapshot.overdueTaskCount} overdue task(s)`),apps/web/lib/ai-brain/services/project-health-v2.service.ts,71,fallback router.push call; source CTA may be nearby
generated.apps.web.lib.ai.brain.services.project.health.v2.service.ts.router-push.72,button,,dashboard-shared,"router.push(""Overdue tasks"")",apps/web/lib/ai-brain/services/project-health-v2.service.ts,72,fallback router.push call; source CTA may be nearby
